State,Agency_Type,Agency_name,Total_incidents_bias_motivation,Bias_Motivation_Race_Ethnicity_Ancestry,Bias_Motivation_Religion,Bias_Motivation_Sexual_orientation,Bias_Motivation_Disability,Bias_Motivation_Gender,Bias_Motivation_Gender_Identity,Total_incidents_Q1_to_Q4,No_of_incidents_Q1,No_of_incidents_Q2,No_of_incidents_Q3,No_of_incidents_Q4,Population,agency_with_state,lon,lat
California,Universities and Colleges,University of California: Berkeley,4,1,2,1,0,0,0,4,1,1,0,2,38189,"University of California: Berkeley, California",-122.2585399,37.8718992
California,Universities and Colleges,University of California: Davis,1,1,0,0,0,0,0,1,1,0,0,0,35186,"University of California: Davis, California",NA,NA
California,Universities and Colleges,University of California: Los Angeles,4,2,1,1,0,0,0,4,2,0,1,1,41908,"University of California: Los Angeles, California",-118.4451811,34.068921
California,Universities and Colleges,University of California: Riverside,1,0,1,0,0,0,0,1,1,0,0,0,21385,"University of California: Riverside, California",-117.3280644,33.9737055
California,Universities and Colleges,University of California: San Diego,3,2,0,1,0,0,0,3,0,2,0,1,32906,"University of California: San Diego, California",-117.2340135,32.8800604
California,Universities and Colleges,University of California: San Francisco,1,0,1,0,0,0,0,1,0,0,0,1,3107,"University of California: San Francisco, California",NA,NA
California,Universities and Colleges,University of California: Santa Cruz,1,0,0,1,0,0,0,1,0,0,0,1,17868,"University of California: Santa Cruz, California",NA,NA
California,Universities and Colleges,Ventura County Community College District,1,0,0,1,0,0,0,1,0,0,0,1,34022,"Ventura County Community College District, California",-119.070912,34.2079642
California,Metropolitan Counties,Butte,1,0,0,1,0,0,0,1,0,0,1,0,NA,"Butte, California",-121.5370003,39.6253952
California,Metropolitan Counties,El Dorado,1,0,1,0,0,0,0,1,1,0,0,0,NA,"El Dorado, California",-120.8412807,38.6801437
California,Metropolitan Counties,Fresno,1,0,0,1,0,0,0,1,0,1,0,0,NA,"Fresno, California",-119.7871247,36.7377981
California,Metropolitan Counties,Los Angeles,26,17,3,6,0,0,0,26,5,4,6,11,NA,"Los Angeles, California",NA,NA
California,Metropolitan Counties,Orange,2,2,0,0,0,0,0,2,2,0,0,0,NA,"Orange, California",-117.8531007,33.7879139
California,Metropolitan Counties,Riverside,5,3,0,1,0,0,1,5,0,1,3,1,NA,"Riverside, California",NA,NA
California,Metropolitan Counties,Sacramento,10,8,1,1,0,0,0,10,5,3,1,1,NA,"Sacramento, California",-121.4943996,38.5815719
California,Metropolitan Counties,San Bernardino,7,3,2,1,0,0,1,7,4,3,0,0,NA,"San Bernardino, California",-117.2897652,34.1083449
California,Metropolitan Counties,San Diego,18,13,1,4,0,0,0,18,1,7,8,2,NA,"San Diego, California",-117.1610838,32.715738
California,Metropolitan Counties,San Mateo,3,1,1,1,0,0,0,3,1,1,1,0,NA,"San Mateo, California",-122.3255254,37.5629917
California,Metropolitan Counties,Santa Barbara,1,1,0,0,0,0,0,1,0,0,0,1,NA,"Santa Barbara, California",NA,NA
California,Metropolitan Counties,Santa Clara,2,2,0,0,0,0,0,2,1,0,1,0,NA,"Santa Clara, California",-121.9552356,37.3541079
California,Metropolitan Counties,Shasta,2,2,0,0,0,0,0,2,1,1,0,0,NA,"Shasta, California",-122.4907566,40.598119
California,Metropolitan Counties,Solano,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Solano, California",-121.9017954,38.3104969
California,Metropolitan Counties,Sonoma,4,1,0,3,0,0,0,4,0,1,3,0,NA,"Sonoma, California",-122.4580356,38.291859
California,Metropolitan Counties,Sutter,1,1,0,0,0,0,0,1,0,0,0,1,NA,"Sutter, California",-121.7527482,39.1598915
California,Metropolitan Counties,Ventura,2,2,0,0,0,0,0,2,0,1,1,0,NA,"Ventura, California",-119.2945199,34.2804923
California,Metropolitan Counties,Yuba,2,1,0,1,0,0,0,2,0,0,0,2,NA,"Yuba, California",-121.6169108,39.1404477
California,Nonmetropolitan Counties,Amador,1,0,1,0,0,0,0,1,0,0,1,0,NA,"Amador, California",-120.7740931,38.3488921
California,Nonmetropolitan Counties,Humboldt,1,0,1,0,0,0,0,1,0,0,0,1,NA,"Humboldt, California",-123.8695086,40.7450055
California,Nonmetropolitan Counties,Lake,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Lake, California",-122.8084496,39.08396440000001
California,Nonmetropolitan Counties,Mendocino,2,2,0,0,0,0,0,2,1,0,0,1,NA,"Mendocino, California",-123.79945910000001,39.3076744
California,Nonmetropolitan Counties,Tuolumne,1,0,1,0,0,0,0,1,0,0,1,0,NA,"Tuolumne, California",-120.2412999,37.9627027
California,Other Agencies,California State Fair,1,1,0,0,0,0,0,1,0,0,1,0,NA,"California State Fair, California",-121.4376522,38.5928473
California,Other Agencies,"East Bay Regional Parks, Alameda County",1,0,1,0,0,0,0,1,0,0,0,1,NA,"East Bay Regional Parks, Alameda County, California",-122.0993356,37.71486
California,Other Agencies,Fontana Unified School District,1,0,0,1,0,0,0,1,0,0,0,1,NA,"Fontana Unified School District, California",-117.4791295,34.070661
California,Other Agencies,Los Angeles Transportation Services Bureau2,15,10,0,4,0,0,1,15,7,2,3,3,NA,"Los Angeles Transportation Services Bureau2, California",-118.3947386,33.9800821
California,Other Agencies,Port of San Diego Harbor,3,2,1,0,0,0,0,3,2,0,1,0,NA,"Port of San Diego Harbor, California",-117.1772172,32.7353163
California,Other Agencies,San Francisco Bay Area Rapid Transit:  Alameda County,2,2,0,0,0,0,0,2,1,0,0,1,NA,"San Francisco Bay Area Rapid Transit:  Alameda County, California",-122.263705,37.8087498
California,Other Agencies,San Francisco Bay Area Rapid Transit:  Contra Costa County,2,2,0,0,0,0,0,2,1,0,0,1,NA,"San Francisco Bay Area Rapid Transit:  Contra Costa County, California",-122.0258546,37.9548067
California,Other Agencies,Santa Clara Transit District,2,1,0,1,0,0,0,2,0,0,1,1,NA,"Santa Clara Transit District, California",-121.8551293,37.306233400000004
Colorado,Cities,Aspen,1,0,1,0,0,0,0,1,0,0,0,1,6926,"Aspen, Colorado",-106.8175387,39.1910983
Colorado,Cities,Aurora,18,15,0,3,0,0,0,18,1,3,6,8,366477,"Aurora, Colorado",-104.8319195,39.7294319
Colorado,Cities,Boulder,4,2,1,1,0,0,0,4,1,1,2,0,109189,"Boulder, Colorado",-105.2705456,40.0149856
Colorado,Cities,Breckenridge,1,0,0,1,0,0,0,1,0,0,1,0,4971,"Breckenridge, Colorado",-106.0383518,39.4816537
Colorado,Cities,Carbondale,1,1,0,0,0,0,0,1,0,1,0,0,6728,"Carbondale, Colorado",-107.2111628,39.4022054
Colorado,Cities,Centennial,2,2,0,0,0,0,0,2,0,0,2,0,111479,"Centennial, Colorado",-104.8771726,39.5807452
Colorado,Cities,Colorado Springs,6,1,1,4,0,0,0,6,0,2,1,3,464113,"Colorado Springs, Colorado",-104.8213634,38.8338816
Colorado,Cities,Delta,1,0,0,1,0,0,0,1,1,0,0,0,8778,"Delta, Colorado",-108.0689582,38.7422062
Colorado,Cities,Denver,19,10,3,6,0,0,0,19,4,2,1,12,699259,"Denver, Colorado",-104.990251,39.7392358
Colorado,Cities,Dillon,1,0,1,0,0,0,0,1,0,0,0,1,972,"Dillon, Colorado",NA,NA
Colorado,Cities,Erie,1,1,0,0,0,0,0,1,0,0,1,0,22115,"Erie, Colorado",NA,NA
Colorado,Cities,Florence,1,1,0,0,0,0,0,1,0,0,1,0,3861,"Florence, Colorado",NA,NA
Colorado,Cities,Fort Collins,2,2,0,0,0,0,0,2,2,0,0,0,164670,"Fort Collins, Colorado",-105.084423,40.5852602
Colorado,Cities,Fort Lupton,1,1,0,0,0,0,0,1,0,1,0,0,7903,"Fort Lupton, Colorado",-104.8130275,40.0847055
Colorado,Cities,Fountain,1,0,0,1,0,0,0,1,0,0,0,1,28115,"Fountain, Colorado",-104.7008056,38.682219
Colorado,Cities,Golden,1,1,0,0,0,0,0,1,0,0,1,0,20616,"Golden, Colorado",-105.2210997,39.755543
Colorado,Cities,Grand Junction,3,3,0,0,0,0,0,3,0,0,3,0,60628,"Grand Junction, Colorado",NA,NA
Colorado,Cities,Longmont,3,3,0,0,0,0,0,3,0,0,1,2,93268,"Longmont, Colorado",-105.1019275,40.1672068
Colorado,Cities,Loveland,1,1,0,0,0,0,0,1,0,0,1,0,76936,"Loveland, Colorado",NA,NA
Colorado,Cities,Nederland,1,1,0,0,0,0,0,1,0,0,1,0,1534,"Nederland, Colorado",-105.5108312,39.9613759
Colorado,Cities,Pueblo,1,1,0,0,0,0,0,1,0,0,0,1,109927,"Pueblo, Colorado",NA,NA
Colorado,Cities,Sterling,1,1,0,0,0,0,0,1,0,0,0,1,14087,"Sterling, Colorado",-103.207709,40.6255415
Colorado,Universities and Colleges,Auraria Higher Education Center,1,0,0,1,0,0,0,1,0,1,0,0,NA,"Auraria Higher Education Center, Colorado",-105.0061209,39.7437023
Colorado,Universities and Colleges,"University of Colorado, Boulder",6,2,3,1,0,0,0,6,2,0,2,2,33056,"University of Colorado, Boulder, Colorado",-105.2659417,40.00758099999999
Colorado,Universities and Colleges,University of Northern Colorado,1,0,0,1,0,0,0,1,0,0,1,0,12216,"University of Northern Colorado, Colorado",-104.6961077,40.4055236
Colorado,Metropolitan Counties,Adams,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Adams, Colorado",-104.1930918,39.8398269
Colorado,Metropolitan Counties,Arapahoe,5,2,1,2,0,0,0,5,0,3,1,1,NA,"Arapahoe, Colorado",-104.332644,39.62031
Colorado,Metropolitan Counties,Boulder,2,1,1,0,0,0,0,2,0,0,0,2,NA,"Boulder, Colorado",-105.2705456,40.0149856
Colorado,Metropolitan Counties,Douglas,2,2,0,0,0,0,0,2,0,0,1,1,NA,"Douglas, Colorado",NA,NA
Colorado,Metropolitan Counties,El Paso,1,1,0,0,0,0,0,1,1,0,0,0,NA,"El Paso, Colorado",-104.4723301,38.9108325
Colorado,Metropolitan Counties,Larimer,13,6,6,1,0,0,0,8,0,2,1,5,NA,"Larimer, Colorado",-105.5943388,40.6955572
Colorado,Metropolitan Counties,Mesa,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Mesa, Colorado",-108.1388881,39.1662458
Colorado,Metropolitan Counties,Teller,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Teller, Colorado",-105.1726816,38.86115789999999
Colorado,Nonmetropolitan Counties,Custer,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Custer, Colorado",-105.3131185,38.0615578
Colorado,Nonmetropolitan Counties,Garfield,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Garfield, Colorado",-107.763621,39.6584775
Colorado,Nonmetropolitan Counties,San Juan,1,1,0,0,0,0,0,1,0,0,1,0,NA,"San Juan, Colorado",-107.71625,37.7573704
Colorado,Nonmetropolitan Counties,Summit,1,0,1,0,0,0,0,1,0,0,0,1,NA,"Summit, Colorado",-106.0640179,39.5911871
Connecticut,Cities,Bloomfield,2,0,1,1,0,0,0,2,1,1,0,0,20801,"Bloomfield, Connecticut",-72.73009449999999,41.826488
Connecticut,Cities,Bridgeport,6,5,1,0,0,0,0,6,0,4,2,0,148180,"Bridgeport, Connecticut",-73.1894384,41.1792258
Connecticut,Cities,Bristol,2,0,0,2,0,0,0,2,0,0,1,1,60445,"Bristol, Connecticut",-72.9492703,41.67176480000001
Connecticut,Cities,Clinton,1,1,0,0,0,0,0,1,0,0,1,0,13008,"Clinton, Connecticut",-72.5288034,41.2882208
Connecticut,Cities,Danbury,9,3,5,1,0,0,0,9,1,1,1,6,85335,"Danbury, Connecticut",-73.4540111,41.394817
Connecticut,Cities,Darien,1,0,1,0,0,0,0,1,0,0,1,0,21995,"Darien, Connecticut",-73.4686858,41.0771914
Connecticut,Cities,Greenwich,1,0,1,0,0,0,0,1,0,0,1,0,62970,"Greenwich, Connecticut",-73.6281964,41.0262417
Connecticut,Cities,Groton,1,1,0,0,0,0,0,1,0,0,0,1,9189,"Groton, Connecticut",-72.0790717,41.3497456
Connecticut,Cities,Groton Town,1,1,0,0,0,0,0,1,0,0,1,0,29910,"Groton Town, Connecticut",-72.0790717,41.3497456
Connecticut,Cities,Guilford,1,1,0,0,0,0,0,1,1,0,0,0,22343,"Guilford, Connecticut",-72.674364,41.288906
Connecticut,Cities,Hartford,6,5,0,1,0,0,0,6,2,2,1,1,123736,"Hartford, Connecticut",-72.6733723,41.7658043
Connecticut,Cities,Ledyard,1,0,0,1,0,0,0,1,0,0,0,1,15021,"Ledyard, Connecticut",-72.0181743,41.4456444
Connecticut,Cities,Madison,1,0,1,0,0,0,0,1,0,0,0,1,18212,"Madison, Connecticut",-72.5754149,41.2959908
Connecticut,Cities,Manchester,7,6,0,1,0,0,0,7,1,2,1,3,57957,"Manchester, Connecticut",-72.52150089999999,41.7759301
Connecticut,Cities,Middletown,2,1,1,0,0,0,0,2,0,2,0,0,46580,"Middletown, Connecticut",-72.6506488,41.5623209
Connecticut,Cities,Naugatuck,1,1,0,0,0,0,0,1,0,1,0,0,31469,"Naugatuck, Connecticut",-73.0506972,41.485921
Connecticut,Cities,New Haven,9,4,3,2,0,0,0,9,5,1,0,3,130425,"New Haven, Connecticut",-72.9278835,41.308274
Connecticut,Cities,Newington,2,1,0,1,0,0,0,2,1,0,0,1,30610,"Newington, Connecticut",-72.7228293,41.6972996
Connecticut,Cities,New London,2,0,2,0,0,0,0,2,2,0,0,0,27092,"New London, Connecticut",-72.0995209,41.3556539
Connecticut,Cities,Norwalk,7,5,2,0,0,0,0,7,1,5,0,1,88989,"Norwalk, Connecticut",-73.4081575,41.11774399999999
Connecticut,Cities,Norwich,1,1,0,0,0,0,0,1,1,0,0,0,39771,"Norwich, Connecticut",-72.07591049999999,41.5242649
Connecticut,Cities,Old Saybrook,1,1,0,0,0,0,0,1,0,0,0,1,10145,"Old Saybrook, Connecticut",-72.38453009999999,41.2960159
Connecticut,Cities,Ridgefield,1,0,1,0,0,0,0,1,0,0,0,1,25358,"Ridgefield, Connecticut",-73.4975412,41.28406349999999
Connecticut,Cities,Rocky Hill,1,0,1,0,0,0,0,1,0,0,0,1,20085,"Rocky Hill, Connecticut",-72.66557569999999,41.6572525
Connecticut,Cities,Shelton,1,0,1,0,0,0,0,1,0,0,0,1,41638,"Shelton, Connecticut",-73.0931641,41.3164856
Connecticut,Cities,Southington,1,1,0,0,0,0,0,1,0,1,0,0,43948,"Southington, Connecticut",-72.8776013,41.5964869
Connecticut,Cities,Stamford,8,5,1,2,0,0,0,8,4,2,1,1,130116,"Stamford, Connecticut",-73.5387341,41.0534302
Connecticut,Cities,Stratford,1,1,0,0,0,0,0,1,0,1,0,0,52841,"Stratford, Connecticut",-73.1331651,41.18454149999999
Connecticut,Cities,Torrington,3,1,2,0,0,0,0,3,0,1,1,1,34626,"Torrington, Connecticut",NA,NA
Connecticut,Cities,Trumbull,1,1,0,0,0,0,0,1,1,0,0,0,36741,"Trumbull, Connecticut",-73.2006639,41.2428563
Connecticut,Cities,Vernon,1,1,0,0,0,0,0,1,0,0,0,1,28915,"Vernon, Connecticut",-72.47903699999999,41.8186802
Connecticut,Cities,Wallingford,1,1,0,0,0,0,0,1,0,0,1,0,44840,"Wallingford, Connecticut",NA,NA
Connecticut,Cities,Waterbury,6,6,0,0,0,0,0,6,2,3,0,1,108491,"Waterbury, Connecticut",-73.0514965,41.5581525
Connecticut,Cities,Waterford,1,0,1,0,0,0,0,1,0,0,1,0,19236,"Waterford, Connecticut",NA,NA
Connecticut,Cities,West Hartford,2,1,1,0,0,0,0,2,0,0,0,2,62979,"West Hartford, Connecticut",-72.7420151,41.7620842
Connecticut,Cities,Westport,2,2,0,0,0,0,0,2,0,2,0,0,28198,"Westport, Connecticut",NA,NA
Connecticut,Cities,Wethersfield,1,1,0,0,0,0,0,1,1,0,0,0,26306,"Wethersfield, Connecticut",-72.6596244,41.7063537
Connecticut,Cities,Willimantic,1,1,0,0,0,0,0,1,0,0,1,0,17766,"Willimantic, Connecticut",-72.2081338,41.7106543
Connecticut,Cities,Woodbridge,1,0,1,0,0,0,0,1,0,0,1,0,8864,"Woodbridge, Connecticut",-73.0084385,41.352597
Connecticut,Universities and Colleges,Southern Connecticut State University,2,0,1,1,0,0,0,2,1,0,1,0,10473,"Southern Connecticut State University, Connecticut",-72.947462,41.332566
Connecticut,State Police Agencies,Connecticut State Police,5,2,2,1,0,0,0,5,0,1,3,1,NA,"Connecticut State Police, Connecticut",-73.2175245,41.7363092
Connecticut,Tribal Agencies,Mashantucket Pequot Tribal,1,1,0,0,0,0,0,1,0,0,0,1,NA,"Mashantucket Pequot Tribal, Connecticut",-71.97866259999999,41.4615182
Delaware,Cities,Camden,1,1,0,0,0,0,0,1,0,0,0,1,3512,"Camden, Delaware",-75.5418687,39.1134458
Delaware,Cities,Newark,1,1,0,0,0,0,0,1,0,0,0,1,34297,"Newark, Delaware",-75.74965720000002,39.6837226
Delaware,Cities,Rehoboth Beach,1,1,0,0,0,0,0,1,1,0,0,0,1485,"Rehoboth Beach, Delaware",NA,NA
Delaware,Cities,Smyrna,1,0,1,0,0,0,0,1,0,1,0,0,11573,"Smyrna, Delaware",NA,NA
Delaware,Metropolitan Counties,New Castle County Police Department,4,3,1,0,0,0,0,4,1,0,2,1,NA,"New Castle County Police Department, Delaware",-75.5669746,39.7095194
Delaware,State Police Agencies,State Police: Kent County,1,1,0,0,0,0,0,1,0,0,1,0,NA,"State Police: Kent County, Delaware",-75.4977147,39.0913347
Delaware,State Police Agencies,State Police: New Castle County,4,2,1,1,0,0,0,4,1,2,0,1,NA,"State Police: New Castle County, Delaware",-75.7283427,39.6058318
Delaware,Other Agencies,Park Rangers,2,2,0,0,0,0,0,2,0,0,0,2,NA,"Park Rangers, Delaware",-75.57296230000001,39.8059928
District of Columbia,Cities,Washington,104,26,18,40,1,0,19,104,20,35,25,24,681170,"Washington, District of Columbia",-77.0368707,38.9071923
District of Columbia,Other Agencies,Metro Transit Police,11,7,0,2,1,0,1,11,0,4,3,4,NA,"Metro Transit Police, District of Columbia",-77.0194691,38.89784580000001
Florida,Cities,Arcadia,1,1,0,0,0,0,0,1,NA,NA,1,NA,7893,"Arcadia, Florida",-81.8584164,27.2158826
Florida,Cities,Cape Coral,1,1,0,0,0,0,0,1,NA,NA,NA,1,179631,"Cape Coral, Florida",-81.9495331,26.5628537
Florida,Cities,Casselberry,1,0,1,0,0,0,0,1,NA,NA,1,NA,27220,"Casselberry, Florida",-81.3278455,28.677775
Florida,Cities,Cocoa,1,0,0,1,0,0,0,1,1,NA,NA,NA,17825,"Cocoa, Florida",-80.7419984,28.3861159
Florida,Cities,Coral Gables,1,1,0,0,0,0,0,1,1,NA,NA,NA,51980,"Coral Gables, Florida",-80.2683838,25.72149
Florida,Cities,Davie,5,3,1,1,0,0,0,5,2,3,NA,NA,102692,"Davie, Florida",NA,NA
Florida,Cities,Fort Myers,3,2,0,1,0,0,0,3,1,NA,1,1,76579,"Fort Myers, Florida",-81.8723084,26.640628
Florida,Cities,Gainesville,4,4,0,0,0,0,0,4,1,NA,NA,3,131242,"Gainesville, Florida",-82.32482619999999,29.6516344
Florida,Cities,Homestead,2,1,0,1,0,0,0,2,2,NA,NA,NA,67700,"Homestead, Florida",-80.4775569,25.4687224
Florida,Cities,Largo,2,1,0,1,0,0,0,2,NA,1,NA,1,81402,"Largo, Florida",-82.7873244,27.9094665
Florida,Cities,Miami Beach,17,0,4,12,1,0,0,17,6,4,4,3,93165,"Miami Beach, Florida",-80.1300455,25.790654
Florida,Cities,New Port Richey,2,2,0,0,0,0,0,2,NA,2,NA,NA,16038,"New Port Richey, Florida",-82.7192671,28.2441768
Florida,Cities,North Miami,1,0,0,1,0,0,0,1,NA,1,NA,NA,62974,"North Miami, Florida",-80.1867138,25.8900949
Florida,Cities,North Miami Beach,2,0,2,0,0,0,0,2,NA,2,NA,NA,44442,"North Miami Beach, Florida",-80.1625463,25.9331488
Florida,Cities,Oakland Park,1,0,0,1,0,0,0,1,NA,1,NA,NA,44903,"Oakland Park, Florida",-80.1319893,26.1723065
Florida,Cities,Orlando,5,3,1,1,0,0,0,5,NA,2,1,2,277719,"Orlando, Florida",-81.3792365,28.5383355
Florida,Cities,Palm Bay,4,3,1,0,0,0,0,4,NA,2,1,1,108823,"Palm Bay, Florida",-80.5886646,28.0344621
Florida,Cities,Pinellas Park,1,1,0,0,0,0,0,1,NA,NA,1,NA,52113,"Pinellas Park, Florida",-82.6995443,27.8428025
Florida,Cities,Southwest Ranches,2,1,1,0,0,0,0,2,1,NA,1,NA,7953,"Southwest Ranches, Florida",-80.33727329999999,26.0587001
Florida,Cities,Sunrise,1,0,1,0,0,0,0,1,NA,1,NA,NA,94400,"Sunrise, Florida",-80.25659499999999,26.1669711
Florida,Cities,Tamarac,1,0,0,1,0,0,0,1,1,NA,NA,NA,65516,"Tamarac, Florida",-80.2497707,26.2128609
Florida,Cities,Tampa,3,2,0,1,0,0,0,3,NA,NA,2,1,375904,"Tampa, Florida",NA,NA
Florida,Cities,Temple Terrace,1,0,0,1,0,0,0,1,NA,NA,NA,1,25972,"Temple Terrace, Florida",-82.3892596,28.0352964
Florida,Cities,Titusville,1,0,1,0,0,0,0,1,1,NA,NA,NA,45723,"Titusville, Florida",-80.8075537,28.6122187
Florida,Cities,West Palm Beach,1,0,1,0,0,0,0,1,NA,NA,1,NA,108074,"West Palm Beach, Florida",-80.0533746,26.7153424
Florida,Cities,West Park,1,1,0,0,0,0,0,1,1,NA,NA,NA,15285,"West Park, Florida",-80.19893619999999,25.984536
Florida,Universities and Colleges,University of Florida,1,1,0,0,0,0,0,1,NA,NA,1,NA,50645,"University of Florida, Florida",-82.3549302,29.6436325
Florida,Metropolitan Counties,Brevard,3,1,0,2,0,0,0,3,NA,1,1,1,NA,"Brevard, Florida",-80.7214417,28.263933
Florida,Metropolitan Counties,Charlotte,1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,"Charlotte, Florida",NA,NA
Florida,Metropolitan Counties,Clay,2,2,0,0,0,0,0,2,1,NA,NA,1,NA,"Clay, Florida",-81.77870209999999,29.9943564
Florida,Metropolitan Counties,Escambia,2,2,0,0,0,0,0,2,1,1,NA,NA,NA,"Escambia, Florida",-87.3413599,30.6389408
Florida,Metropolitan Counties,Hillsborough,1,1,0,0,0,0,0,1,NA,NA,1,NA,NA,"Hillsborough, Florida",-82.3017728,27.9903597
Florida,Metropolitan Counties,Lake,1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,"Lake, Florida",-81.77870209999999,28.702847
Florida,Metropolitan Counties,Lee,2,1,0,1,0,0,0,2,2,NA,NA,NA,NA,"Lee, Florida",NA,NA
Florida,Metropolitan Counties,Miami-Dade,1,0,1,0,0,0,0,1,NA,1,NA,NA,NA,"Miami-Dade, Florida",-80.6326916,25.5516034
Florida,Metropolitan Counties,Orange,3,0,1,1,0,0,1,3,2,NA,NA,1,NA,"Orange, Florida",-81.2518833,28.4844995
Florida,Metropolitan Counties,Osceola,1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,"Osceola, Florida",-81.0754657,28.1019838
Florida,Metropolitan Counties,Palm Beach,1,0,1,0,0,0,0,1,NA,NA,NA,1,NA,"Palm Beach, Florida",-80.0364297,26.7056206
Florida,Metropolitan Counties,Pasco,1,0,0,1,0,0,0,1,NA,NA,NA,1,NA,"Pasco, Florida",NA,NA
Florida,Metropolitan Counties,Pinellas,2,1,0,1,0,0,0,2,NA,2,NA,NA,NA,"Pinellas, Florida",-82.7778579,27.876394
Florida,Metropolitan Counties,Seminole,1,0,1,0,0,0,0,1,NA,1,NA,NA,NA,"Seminole, Florida",-82.79121339999999,27.8397466
Florida,Metropolitan Counties,St. Johns,1,0,0,1,0,0,0,1,NA,NA,1,NA,NA,"St. Johns, Florida",NA,NA
Florida,Metropolitan Counties,St. Lucie,1,0,1,0,0,0,0,1,NA,NA,1,NA,NA,"St. Lucie, Florida",-80.54384499999999,27.3225563
Florida,Metropolitan Counties,Volusia,6,4,0,2,0,0,0,6,NA,2,1,3,NA,"Volusia, Florida",NA,NA
Georgia,Cities,Atlanta,5,0,0,5,0,0,0,5,1,4,0,0,472579,"Atlanta, Georgia",-84.3879824,33.7489954
Georgia,Cities,Conyers,1,1,0,0,0,0,0,1,0,0,0,1,16004,"Conyers, Georgia",-84.01769039999999,33.6676103
Georgia,Universities and Colleges,University of Georgia,1,1,0,0,0,0,0,1,1,0,0,0,36130,"University of Georgia, Georgia",-83.3692666,33.9528486
Georgia,Metropolitan Counties,Cobb County Police Department,25,19,2,4,0,0,0,25,6,7,12,0,NA,"Cobb County Police Department, Georgia",NA,NA
Georgia,Metropolitan Counties,Fulton County Police Department,1,0,0,1,0,0,0,1,0,1,0,0,NA,"Fulton County Police Department, Georgia",-84.391697,33.7515542
Georgia,Metropolitan Counties,Gwinnett County Police Department,6,4,0,2,0,0,0,6,2,1,3,0,NA,"Gwinnett County Police Department, Georgia",-84.1122156,33.9638543
Idaho,Cities,Blackfoot,1,0,0,1,0,0,0,1,0,0,1,0,11700,"Blackfoot, Idaho",-112.3449773,43.19047090000001
Idaho,Cities,Boise,3,0,2,1,0,0,0,3,1,1,1,0,220749,"Boise, Idaho",-116.2023137,43.6150186
Idaho,Cities,Chubbuck,1,1,0,0,0,0,0,1,0,0,0,1,14515,"Chubbuck, Idaho",-112.4660912,42.9207477
Idaho,Cities,Coeur d'Alene,5,3,2,0,0,0,0,5,0,3,1,1,50155,"Coeur d'Alene, Idaho",-116.7812225,47.6734632
Idaho,Cities,Meridian,2,1,1,0,0,0,0,2,0,0,0,2,94113,"Meridian, Idaho",NA,NA
Idaho,Cities,Moscow,1,0,0,1,0,0,0,1,0,0,0,1,25307,"Moscow, Idaho",-117.000165,46.73238749999999
Idaho,Cities,Mountain Home,1,1,0,0,0,0,0,1,0,0,0,1,13627,"Mountain Home, Idaho",-115.6911975,43.1329504
Idaho,Cities,Nampa,2,2,0,0,0,0,0,2,0,1,1,0,91520,"Nampa, Idaho",-116.55978,43.5788175
Idaho,Cities,Payette,1,0,1,0,0,0,0,1,0,0,1,0,7360,"Payette, Idaho",-116.9337711,44.0782195
Idaho,Cities,Pocatello,3,3,0,0,0,0,0,3,1,2,0,0,54462,"Pocatello, Idaho",-112.4506191,42.8621042
Idaho,Cities,Twin Falls,2,2,0,0,0,0,0,2,0,2,0,0,48083,"Twin Falls, Idaho",-114.4700518,42.5558381
Idaho,Metropolitan Counties,Ada,1,0,1,0,0,0,0,1,1,0,0,0,NA,"Ada, Idaho",-116.2420304,43.478767
Idaho,Metropolitan Counties,Canyon,3,2,0,1,0,0,0,3,0,2,1,0,NA,"Canyon, Idaho",-116.6865435,43.67795810000001
Idaho,Nonmetropolitan Counties,Benewah,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Benewah, Idaho",-116.6499425,47.2437836
Illinois,Cities,Algonquin,2,2,0,0,0,0,0,2,0,1,1,0,30673,"Algonquin, Illinois",-88.29424929999999,42.1655801
Illinois,Cities,Aurora,3,3,0,0,0,0,0,3,0,1,0,2,201159,"Aurora, Illinois",-88.32007150000001,41.7605849
Illinois,Cities,Berwyn,3,3,0,0,0,0,0,3,0,0,1,2,56305,"Berwyn, Illinois",NA,NA
Illinois,Cities,Bradley,3,3,0,0,0,0,0,3,NA,1,1,1,15561,"Bradley, Illinois",-87.8611535,41.14197679999999
Illinois,Cities,Braidwood,1,1,0,0,0,0,0,1,0,0,1,0,6160,"Braidwood, Illinois",-88.21228230000001,41.2650318
Illinois,Cities,Centralia,1,1,0,0,0,0,0,1,0,0,0,1,12580,"Centralia, Illinois",-89.1316944,38.5285169
Illinois,Cities,Champaign,2,1,0,1,0,0,0,2,0,0,1,1,87071,"Champaign, Illinois",-88.2433829,40.1164204
